سريال تعرفه,كد ملي دارو,قيمت,از تاريخ تاثير قيمت,نام ژنريك,نام تجاري,شكل دارو,بيمارستاني يا تخصص,بيمارستاني,تاريخ تغيير قيمت,نيازمند کميسيون,گروه خدمت,ستاره دار,مجوز تجويز عمومي,مجوز تجويز ماما,بيمه اي,داروخانه مجاز به تاييد,استعلام اصالت,ويژگي,جنسيت مجاز,تعداد در نسخه
1491471,12560 ,1467000,1402/04/18,"INTERFERON BETA-1B, PARENTER300 ug",,ampoule,نمي باشد,نمي باشد,1402/04/18,مي باشد,ويژه(پايه95%-مكمل5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1233228,11867 ,550100,1401/04/23,CISPLATIN 1MG/1ML 10ML INF10MG,,vial,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1239289,14115 ,426000,1401/04/23,AMINOACID 10% 250ML INF,,infusion,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1212670,50821 ,2130000,1401/04/23,FOLLITROPIN BETA 300IU (833IU/ML 0.36ML) SOL,,injection,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,4
1464886,16153 ,171089000,1402/03/07,THYROTROPIN ALFA 1.1MG,,vial,نمي باشد,نمي باشد,1402/03/08,مي باشد,ويژه (پايه 70% - مكمل 30%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1437156,15971 ,4783000,1401/12/22,DOXORUBICIN 2MG/1ML 25ML,,vial,نمي باشد,نمي باشد,1401/12/21,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1666544,52342 ,7762400,1402/09/20,FLUDARABINE PHOSPHATE SOLUTIONPARENTERAL 50mg(25 mg/1mL 2ML),,vial,نمي باشد,نمي باشد,1402/09/22,مي باشد,ويژه(پايه90%-بيماران خاص10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1631078,51984 ,20433600,1402/06/06,IDARUBICIN HYDROCHLORIDE 1 mg/1mL 10ML,,vial,نمي باشد,نمي باشد,1402/06/06,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1226621,12225 ,16500,1401/04/23,MORPHINE 10MG,,suppository,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز دارد,,هر دو,200
1213810,01000 ,10000,1401/04/23,PHOSPHATE SODIUM MONOBASIC_NaH2PO4_BULK,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1223679,04965 ,1000000,1401/04/23,ERYTHROPOIETIN(EPOETIN) 10000 iU/1mL,,vial,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه (پايه 90% - مكمل 10%),,ندارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,24
1223811,00501 ,165000,1401/04/23,ERYTHROPOIETIN(EPOETIN) 2000 iU/1mL,,vial,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه (پايه 90% - مكمل 10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1693984,51176 ,1320000,1403/02/01,BICARBONATE IDEMSA 750G (Birdy (JMS,,powder,نمي باشد,نمي باشد,1403/02/03,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1357685,22333 ,288200,1401/09/06,MOMETASONE FUROATE 0.05% 120DOSE,,spray nasal,نمي باشد,نمي باشد,1401/09/06,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1628634,06631 ,9550,1402/06/06,VENLAFAXINE 75MG,,tablet,نمي باشد,نمي باشد,1402/06/06,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1658723,09161 ,70670,1402/09/04,VALACICLOVIR 500MG,,tablet,نمي باشد,نمي باشد,1402/09/05,مي باشد,عادي (بيماران خاص 70%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1224535,23212 ,800000,1401/04/23,METHOTREXATE SODIUM 7.5MG/0.75ML INJ,,injection,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1428899,06788 ,12062,1401/11/01,ROSUVASTATIN CALCIUM 20MG,,tablet,نمي باشد,نمي باشد,1401/11/16,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1629522,19877 ,345800,1402/06/06,INSULIN ISOPHAN (NPH) HUMAN 100IU/ML 3ML CARTRIDGE,,cartrige,نمي باشد,نمي باشد,1402/06/06,مي باشد,عادي (پايه 90%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,7
1348195,16873 ,2815000,1401/08/18,PROPOFOL 2%,,injection,نمي باشد,مي باشد,1401/08/18,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1230423,50346 ,5400000,1401/04/23,LEUPRORELIN ACETATE 22.5 mg,,syringe,مي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه 90%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,1
1638777,50929 ,5519000,1402/07/22,BUDESONIDE/FORMOTEROL 320/9MCG 120DOSE INHALER,,inhaler,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,2
1432441,12540 ,83420000,1401/12/01,PANITUMUMAB 20MG/ML 5ML,,ampoule,نمي باشد,نمي باشد,1401/12/02,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1214965,51517 ,15000,1401/04/23,QUETIAPINE FUMARATE EXTENDED 300 mg,,tablet extended R,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1325586,17597 ,42750,1401/07/27,RIVAROXABAN 10MG,,tablet,نمي باشد,نمي باشد,1401/07/27,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,90
1460358,50966 ,28610,1402/03/07,AMLODIPINE/VALSARTAN/HYDROCHLOROTHIAZIDE 5/160/12.5MG,,tablet,نمي باشد,نمي باشد,1402/03/08,مي باشد,عادي(پايه70%-بيماران خاص20%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1666536,51954 ,71400,1402/09/20,DEFERASIROX 180 MG,,tablet,نمي باشد,نمي باشد,1402/09/22,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,300
1493060,52097 ,1415900,1402/05/01,METHOTREXATE SODIUM 25MG/1ML 0.3ML(7.5MG),,injection,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي (پايه90% - بيماران خاص 5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1465410,18819 ,11297000,1402/03/07,PNEUMOCOCCAL VACCINE 13 1{dose}/0.5mL,,injection,نمي باشد,نمي باشد,1402/03/08,مي باشد,عادي(پايه70%-بيماران خاص20%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,1
1439169,50822 ,40915000,1402/01/14,FOLLITROPIN BETA 600 (iU) 0.72 mL,,injection,نمي باشد,نمي باشد,1402/01/14,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,4
1629366,21240 ,10649700,1402/06/06,DOCETAXEL 20 mg/1mL 4ML,,vial,نمي باشد,نمي باشد,1402/06/06,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1199704,19797 ,52737,1401/04/23,LEVOFLOXACIN 750MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,20
1202981,17803 ,75665,1401/04/23,AZITHROMYCIN %1,,eye drop,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1225672,50686 ,52000,1401/04/23,METHYLPHENIDATE E.R 54MG,,tablet extended R,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,90
1633563,51703 ,53700,1402/06/01,(ARTIFICIAL TEARS(HYALURONATE SODIUM 0.2% 0.5ML,,eye drop,نمي باشد,نمي باشد,1402/06/08,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,60
1234918,05883 ,1600600,1401/04/23,"ZOLEDRONIC ACID , 4 mg",,vial,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه (پايه 70% - مكمل 30%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,2
1689292,17070 ,181500,1403/01/18,SERUM RINGERLACTATE 250ML,,infusion,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1215148,52117 ,372500,1401/04/23,"METHOTREXATE 50 mg/1 mL, 0.15 mL",,injection,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه90% - بيماران خاص 5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1218933,52707 ,3700000,1401/04/23,REMDESIVIR 5 mg/1mL 20MILLILI,,injection,نمي باشد,مي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,6
1493102,17886 ,406000,1402/05/01,VANCOMYCIN HCL 1G,,injection,نمي باشد,مي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1451505,20185 ,2922000,1402/02/13,SALMETEROL / FLUTICASONE DISC RESPIRATORYI 50 ug/100 ug 60DOSE,,powder for inhalation,نمي باشد,نمي باشد,1402/02/13,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,4
1206032,52539 ,2659500,1401/04/23,DASATINIBE 100MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه 90%),,ندارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,90
1493010,52631 ,3359000,1402/05/01,VINBLASTINE SULFATE 1 mg/1mL 10ML,,injection,نمي باشد,نمي باشد,1402/05/03,مي باشد,ويژه (پايه 90% - مكمل 10%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1351285,11156 ,104484,1401/04/23,LOPINAVIR/RITONAVIR 200/50MG,,tablet,نمي باشد,نمي باشد,1401/08/21,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,112
1429800,50996 ,35146000,1401/11/25,RISPERIDONE LA 50MG,,injection,نمي باشد,نمي باشد,1401/11/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1653686,51914 ,113500,1402/08/20,ACETYLCYSTEINE 200 mg/1 mL,,ampoule,نمي باشد,مي باشد,1402/08/20,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1237896,52812 ,65000,1401/04/23,CYPROHEPTADINE HYDROCHLORIDE 2 mg/5mL 120 mL,,solution oral,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,5
1551364,52533 ,50200,1402/05/01,SALMETEROL / FLUTICASONE CAPSULE RESPIRATORY 50 ug/250 ug 60DOSE,,powder for inhalation,نمي باشد,نمي باشد,1402/05/22,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,120
1224064,52531 ,5820,1401/04/23,SALMETEROL / FLUTICASONE CAPSULE RESPIRATORY 50 ug/100 ug 60DOSE,,powder for inhalation,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,4
1209186,51513 ,20471,1401/04/23,QUETIAPINE FUMARATE EXTENDED 150 mg,,tablet extended R,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1453439,52688 ,210200,1402/03/01,OXANDROLONE 10 mg,,tablet,نمي باشد,نمي باشد,1402/03/01,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,240
1635277,52086 ,12000,1402/07/22,ONDANSETRON 8 mg,,tablet,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1636309,52456 ,2600,1402/07/22,DILTIAZEM HYDROCHLORIDE 90 MG,,tablet,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1210696,11954 ,447458,1401/04/23,CROMOLYN SODIUM 20 mg/1mL 20 mL,,spray nasal,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1235912,10691 ,2400,1401/04/23,AMLODIPINE BESYLATE 10 mg,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1658763,21942 ,337878,1402/09/04,LINEZOLD 400 mg,,tablet,نمي باشد,نمي باشد,1402/09/05,مي باشد,عادي(بيماران خاص 70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,60
1248552,52801 ,16031,1401/05/15,"CIPROFLOXACIN (AS LACTATE) 2 mg/1mL 200 mL INJECTION, SOLUTION INTRAVENOUS",,injection,نمي باشد,نمي باشد,1401/05/15,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1247876,52769 ,12000,1401/04/01,PIRACETAM 33.33% 200 mL LIQUID ORAL,,solution oral,نمي باشد,نمي باشد,1401/05/12,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز دارد,,هر دو,5
1247878,52795 ,12000,1401/04/01,"TETRACAINE HYDROCHLORIDE 0.5% 0.5 mL SOLUTION, DROPS OPHTHALMIC",,drop ophtalmic,نمي باشد,نمي باشد,1401/05/12,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز دارد,,هر دو,5
1293321,52802 ,25054,1401/06/01,CO-AMOXICLAV 875 mg/125 mg TABLET ORAL,,tablet,نمي باشد,نمي باشد,1401/06/01,مي باشد,مشمول يارانه دولت,,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,80
1464814,52854 ,55600,1402/03/07,BUDESONIDE / FORMOTEROL FUMARATE 320 ug/9 ug 60 {dose} CAPSULE RESPIRATORY,,capsule inhaler,نمي باشد,نمي باشد,1402/03/08,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1247303,52821 ,12000,1401/04/01,FLUTICASONE PROPIONATE 250 ug/1(dose) 60 (dose) POWDER METERED RESPIRATORY,,powder for inhalation,نمي باشد,نمي باشد,1401/05/12,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز دارد,,هر دو,4
1293309,52746 ,16864,1401/06/01,ATORVASTATIN (AS CALCIUM) / EZETIMIBE 80 mg/10 mg TABLET ORAL,,tablet,نمي باشد,نمي باشد,1401/06/01,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1247310,52754 ,12000,1401/04/01,ADULT COLD PREPARATIONS (3-8) 325 mg/2 mg TABLET ORAL,,tablet,نمي باشد,نمي باشد,1401/05/12,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,200
1247456,00740 ,12000,1401/04/01,CALCIUM FOLINATE 5MG,,tablet,نمي باشد,نمي باشد,1401/05/12,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,100
1552478,52912 ,2840000,1402/05/01,"LIPID INFUSION 20% (3) INJECTION, EMULSION INTRAVENOUS 80 mg/100 mg/20 mg/1mL 100 mL",,infusion,نمي باشد,نمي باشد,1402/05/25,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1248161,52605 ,12000,1401/04/01,SODIUM BICARBONATE POWDER NOT APPLICABLE,,bulk,نمي باشد,نمي باشد,1401/05/12,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1243769,13416 ,260000,1401/04/01,IOPAMIDOL 300 mg/1mL 20 mL,,injection,نمي باشد,نمي باشد,1401/05/09,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1711680,23052 ,592000,1403/04/16,CLINDAMYCIN/CLOTRIMAZOLE VAGINAL 2 %/2 % 40 g,,cream vaginal,نمي باشد,نمي باشد,1403/04/16,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1347675,50711 ,244832,1401/08/18,TOFACITINIB (AS CITRATE) 5 mg,,tablet,نمي باشد,نمي باشد,1401/08/18,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,180
1282926,52216 ,413248,1401/01/01,TOFACITINIB (AS CITRATE) 10 mg,,tablet,نمي باشد,نمي باشد,1401/05/22,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1286215,17832 ,324877,1401/04/23,MAGNESIUM SULFATE 20 % 50 mL,,injection,نمي باشد,نمي باشد,1401/05/25,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1286223,52204 ,149648,1401/04/23,"OMEPRAZOLE (AS SODIUM), 40 MG",,injection,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,10
1286235,52092 ,23508000,1401/04/23,IGM-ENRICHED HUMAN (IMMUNE GLOBULIN) 50 mg/1mL 100 mL,,injection,نمي باشد,نمي باشد,1401/05/25,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,10
1286323,52674 ,140925,1401/04/23,CHLORPROMAZINE HYDROCHLORIDE 25 mg/5mL 120MILLILITER,,solution,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1686029,52265 ,627000,1403/01/07,PROGESTERONE VAGINAL 8 %,,gel vaginal,نمي باشد,نمي باشد,1403/01/07,مي باشد,عادي (پايه 90%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1371513,52039 ,314300,1401/09/30,DOMPERIDONE 1 mg/1 mL 100MILLILITER,,suspension,نمي باشد,نمي باشد,1401/09/29,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1286411,51948 ,80763,1401/04/23,DOLUTEGRAVIR 50 mg,,tablet,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1286419,09946 ,53016,1401/04/23,EFAVIRENZ 600 mg,,tablet,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1286495,19472 ,59284,1401/04/23,CYPROHEPTADINE HYDROCHLORIDE 2 mg/5mL,,solution,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1366673,50402 ,340500,1401/09/27,CLINDAMYCIN/CLOTRIMAZOLE VAGINAL 2 %/2 % 30 g,,cream vaginal,نمي باشد,نمي باشد,1401/09/27,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1286523,52259 ,1660000,1401/04/23,SODIUM THIOSULFATE 250 mg/1mL 100 mL,,injection,نمي باشد,نمي باشد,1401/05/25,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,10
1286531,52242 ,110512,1401/04/23,EMPAGLIFLOZIN / METFORMIN HYDROCHLORIDE 10 mg/1000 mg,,tablet extended R,نمي باشد,نمي باشد,1401/05/25,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,120
1286575,11458 ,54804,1401/04/23,KETOROLAC TROMETAMOL 0.5 % 5 mL,,drop ophtalmic,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1687464,50433 ,67000,1403/01/18,PROMETHAZINE HYDROCHLORIDE 25 mg/1mL 1 mL,,injection,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,10
1286603,52033 ,408658,1401/04/23,{Puff} IPRATROPIUM BROMIDE METERED 42 ug/1,,spray nasal,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1286607,17838 ,25500,1401/04/23,"PRAMIPEXOLE DIHYDROCHLORIDE 1.5 mg (1.05 mg base) TABLET, EXTENDED RELEASE ORAL",,tablet extended R,نمي باشد,نمي باشد,1401/05/25,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,200
1286611,13743 ,55839,1401/04/23,LAMIVUDINE / ZIDOVUDINE 150 mg/300 mg,,tablet,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1434523,50280 ,417000,1401/12/10,EPHEDRINE HYDROCHLORIDE 50 mg/1mL,,injection,نمي باشد,نمي باشد,1401/12/10,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1286679,13992 ,51244,1401/04/23,RIFAXIMIN 200 mg,,tablet,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1286687,08358 ,175664,1401/04/23,FUSIDATE SODIUM 2 % 15 g,,ointment topical,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1370885,52730 ,3290,1401/09/30,BISOPROLOL FUMARATE / HYDROCHLOROTHIAZIDE TABLET ORAL 2.5 mg/6.25 mg,,tablet,نمي باشد,نمي باشد,1401/09/29,مي باشد,مشمول يارانه دولت,,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1688220,51504 ,1216400,1403/01/18,ACIDIC HEMODIALYSIS CONCENTRATED III CONCENTRATE HEMODIALYSIS 3710 meq/35 meq/105 meq/87.5 meq/3902.5 meq/122.5 meq/70 g,,injection,نمي باشد,نمي باشد,1403/01/18,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1718096,50910 ,2339300,1403/04/17,OSIMERTINIB MESYLATE 40 mg,,tablet,نمي باشد,نمي باشد,1403/05/09,مي باشد,عادي (بيماران خاص 70%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,240
1380567,23169 ,5755000,1401/11/01,"TIGECYCLINE , LYOPHILIZED, 50 mg",,injection,نمي باشد,نمي باشد,1401/11/05,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,28
1652426,51525 ,20100,1402/08/20,OXYCODONE HYDROCHLORIDE EXTENDED 10 MG,,tablet extended R,نمي باشد,نمي باشد,1402/08/20,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1658639,51994 ,646342,1402/08/01,SOFOSBUVIR/VELPATASVIR 400 mg/100 mg,,tablet,نمي باشد,نمي باشد,1402/09/04,مي باشد,عادي(بيماران خاص90%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1502850,52148 ,103700,1402/05/01,DESLORATADINE 2.5 mg/5 mL 120 mL,,syrup,نمي باشد,نمي باشد,1402/05/08,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,5
1717127,52384 ,1044000,1403/04/23,TRACE METAL COMBINATION (2-2) 0.6958 mg/0.6815 mg/0.1979 mg//1mL 10 mL,,injection,نمي باشد,نمي باشد,1403/04/23,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
